away,27.0,24.0,4.0,BUF,MIA,89.0,1.0,,
at_home,17.0,14.0,3.0,CHI,CIN,89.0,1.0,,
away,51.0,0.0,2.5,CLE,PIT,89.0,1.0,,
at_home,28.0,0.0,5.5,NO,DAL,89.0,1.0,,
at_home,38.0,7.0,5.5,MIN,HOU,89.0,1.0,,
at_home,34.0,20.0,6.0,DEN,KC,89.0,1.0,,
away,31.0,21.0,6.0,LAN,ATL,89.0,1.0,,
at_home,24.0,27.0,2.5,NYJ,NE,89.0,1.0,,
away,16.0,13.0,1.5,PHX,DET,89.0,1.0,,
at_home,40.0,14.0,3.5,LAA,SD,89.0,1.0,,
away,30.0,24.0,3.0,SF,IND,89.0,1.0,,
at_home,31.0,7.0,5.5,PHA,SEA,89.0,1.0,,
at_home,21.0,23.0,3.0,GB,TB,89.0,1.0,,
at_home,24.0,27.0,4.0,WAS,NYG,89.0,1.0,Monday_Night,
at_home,27.0,21.0,1.5,ATL,DAL,89.0,2.0,,
at_home,24.0,14.0,11.0,NYG,DET,89.0,2.0,,
away,34.0,27.0,4.0,HOU,SD,89.0,2.0,,
at_home,31.0,17.0,6.0,LAN,IND,89.0,2.0,,
at_home,24.0,19.0,2.0,KC,LAA,89.0,2.0,,
at_home,10.0,24.0,6.0,NE,MIA,89.0,2.0,,
at_home,38.0,7.0,0.0,CHI,MIN,89.0,2.0,,
away,34.0,35.0,4.5,NO,GB,89.0,2.0,,
at_home,38.0,24.0,7.0,CLE,NYJ,89.0,2.0,,
at_home,37.0,42.0,3.0,WAS,PHA,89.0,2.0,,
at_home,24.0,34.0,7.0,SEA,PHX,89.0,2.0,,
at_home,41.0,10.0,10.0,CIN,PIT,89.0,2.0,,
away,20.0,16.0,7.5,SF,TB,89.0,2.0,,
at_home,14.0,28.0,6.5,BUF,DEN,89.0,2.0,Monday_Night,
at_home,13.0,9.0,7.5,IND,ATL,89.0,3.0,,
at_home,41.0,47.0,3.5,HOU,BUF,89.0,3.0,,yes
away,47.0,27.0,7.0,CHI,DET,89.0,3.0,,
at_home,41.0,38.0,10.0,LAN,GB,89.0,3.0,,
at_home,21.0,6.0,2.5,SD,KC,89.0,3.0,,
at_home,31.0,21.0,6.5,DEN,LAA,89.0,3.0,,
away,14.0,27.0,8.5,MIN,PIT,89.0,3.0,,
away,10.0,20.0,2.5,NO,TB,89.0,3.0,,
at_home,33.0,40.0,4.0,MIA,NYJ,89.0,3.0,,
at_home,35.0,7.0,7.5,NYG,PHX,89.0,3.0,,
at_home,28.0,38.0,1.5,PHA,SF,89.0,3.0,,
at_home,3.0,24.0,3.5,NE,SEA,89.0,3.0,,
away,30.0,7.0,4.5,WAS,DAL,89.0,3.0,,
at_home,21.0,14.0,4.0,CIN,CLE,89.0,3.0,Monday_Night,
at_home,23.0,21.0,7.0,GB,ATL,89.0,4.0,,
away,21.0,17.0,5.0,CIN,KC,89.0,4.0,,
at_home,16.0,13.0,5.5,CLE,DEN,89.0,4.0,,
at_home,10.0,17.0,3.0,NYJ,IND,89.0,4.0,,
at_home,12.0,13.0,5.0,SF,LAN,89.0,4.0,,
at_home,39.0,7.0,7.0,HOU,MIA,89.0,4.0,,
at_home,31.0,10.0,7.0,BUF,NE,89.0,4.0,,
away,30.0,13.0,7.0,NYG,DAL,89.0,4.0,,
at_home,3.0,23.0,2.5,DET,PIT,89.0,4.0,,
at_home,13.0,24.0,4.0,PHX,SD,89.0,4.0,,
at_home,20.0,24.0,1.0,LAA,SEA,89.0,4.0,,
at_home,17.0,3.0,8.0,MIN,TB,89.0,4.0,,
away,16.0,14.0,1.5,WAS,NO,89.0,4.0,,
at_home,27.0,13.0,3.5,CHI,PHA,89.0,4.0,Monday_Night,
at_home,26.0,14.0,10.5,LAN,ATL,89.0,5.0,,
away,14.0,37.0,0.0,BUF,IND,89.0,5.0,,
away,35.0,42.0,4.5,CHI,TB,89.0,5.0,,
away,26.0,16.0,4.0,CIN,PIT,89.0,5.0,,
away,10.0,13.0,3.5,CLE,MIA,89.0,5.0,,
at_home,31.0,13.0,7.0,GB,DAL,89.0,5.0,,
at_home,24.0,17.0,12.0,MIN,DET,89.0,5.0,,
away,13.0,23.0,4.0,HOU,NE,89.0,5.0,,
at_home,16.0,20.0,7.0,SEA,KC,89.0,5.0,,
away,24.0,20.0,4.0,SF,NO,89.0,5.0,,
at_home,21.0,19.0,3.0,PHA,NYG,89.0,5.0,,
at_home,30.0,28.0,9.5,WAS,PHX,89.0,5.0,,
at_home,16.0,10.0,7.0,DEN,SD,89.0,5.0,,
at_home,7.0,14.0,3.0,NYJ,LAA,89.0,5.0,Monday_Night,
at_home,16.0,17.0,6.0,TB,DET,89.0,6.0,,
at_home,26.0,14.0,6.5,MIN,GB,89.0,6.0,,
at_home,28.0,33.0,7.0,CHI,HOU,89.0,6.0,,
at_home,14.0,3.0,5.0,DEN,IND,89.0,6.0,,
at_home,20.0,14.0,3.0,LAA,KC,89.0,6.0,,
at_home,13.0,20.0,7.5,CIN,MIA,89.0,6.0,,
at_home,16.0,15.0,2.5,ATL,NE,89.0,6.0,,
at_home,29.0,14.0,5.5,NO,NYJ,89.0,6.0,,
away,17.0,5.0,3.5,PHA,PHX,89.0,6.0,,
at_home,7.0,17.0,9.0,CLE,PIT,89.0,6.0,,
away,31.0,14.0,14.0,SF,DAL,89.0,6.0,,
at_home,16.0,17.0,0.0,SD,SEA,89.0,6.0,,
at_home,20.0,17.0,3.0,NYG,WAS,89.0,6.0,,
away,20.0,23.0,3.5,LAN,BUF,89.0,6.0,Monday_Night,
at_home,34.0,20.0,2.0,PHX,ATL,89.0,7.0,,
at_home,36.0,28.0,9.0,KC,DAL,89.0,7.0,,
at_home,21.0,24.0,3.0,SEA,DEN,89.0,7.0,,
at_home,23.0,20.0,3.0,MIA,GB,89.0,7.0,,
at_home,12.0,23.0,6.5,CIN,IND,89.0,7.0,,
at_home,10.0,7.0,6.5,PHA,LAA,89.0,7.0,,
away,20.0,7.0,7.5,MIN,DET,89.0,7.0,,
at_home,37.0,20.0,11.0,SF,NE,89.0,7.0,,
at_home,21.0,40.0,7.0,LAN,NO,89.0,7.0,,
away,20.0,13.0,4.0,NYG,SD,89.0,7.0,,
at_home,34.0,3.0,7.0,BUF,NYJ,89.0,7.0,,
at_home,27.0,0.0,10.0,HOU,PIT,89.0,7.0,,
at_home,32.0,28.0,8.0,WAS,TB,89.0,7.0,,
at_home,27.0,7.0,1.0,CLE,CHI,89.0,7.0,Monday_Night,
at_home,20.0,13.0,7.0,NO,ATL,89.0,8.0,,
at_home,23.0,20.0,6.5,GB,DET,89.0,8.0,,yes
at_home,28.0,17.0,2.5,CLE,HOU,89.0,8.0,,
at_home,23.0,17.0,2.0,PIT,KC,89.0,8.0,,
at_home,20.0,10.0,2.5,CHI,LAN,89.0,8.0,,
at_home,31.0,17.0,4.0,BUF,MIA,89.0,8.0,,
at_home,20.0,23.0,6.0,IND,NE,89.0,8.0,,yes
at_home,24.0,28.0,3.0,DEN,PHA,89.0,8.0,,
away,19.0,10.0,4.0,PHX,DAL,89.0,8.0,,
at_home,10.0,7.0,6.0,SEA,SD,89.0,8.0,,
away,23.0,10.0,8.5,SF,NYJ,89.0,8.0,,
at_home,56.0,23.0,6.5,CIN,TB,89.0,8.0,,
away,24.0,37.0,2.0,WAS,LAA,89.0,8.0,,
at_home,24.0,14.0,2.0,NYG,MIN,89.0,8.0,Monday_Night,
away,28.0,30.0,3.0,BUF,ATL,89.0,9.0,,
away,13.0,14.0,3.0,CHI,GB,89.0,9.0,,
away,7.0,28.0,1.5,CIN,LAA,89.0,9.0,,
away,42.0,31.0,3.0,CLE,TB,89.0,9.0,,
at_home,35.0,31.0,10.0,HOU,DET,89.0,9.0,,
at_home,19.0,13.0,3.0,MIA,IND,89.0,9.0,,
at_home,23.0,21.0,4.5,MIN,LAN,89.0,9.0,,yes
away,20.0,13.0,3.0,NYG,PHX,89.0,9.0,,
at_home,26.0,27.0,7.5,NE,NYJ,89.0,9.0,,
away,17.0,20.0,4.0,PHA,SD,89.0,9.0,,
at_home,34.0,7.0,7.5,DEN,PIT,89.0,9.0,,
at_home,20.0,10.0,2.5,KC,SEA,89.0,9.0,,
at_home,3.0,13.0,14.0,WAS,DAL,89.0,9.0,Sunday_Night,
at_home,31.0,13.0,6.0,SF,NO,89.0,9.0,Monday_Night,
at_home,45.0,3.0,10.5,SF,ATL,89.0,10.0,,
away,20.0,0.0,3.5,CHI,PIT,89.0,10.0,,
away,17.0,7.0,2.5,CLE,SEA,89.0,10.0,,
at_home,24.0,20.0,7.0,PHX,DAL,89.0,10.0,,
at_home,13.0,16.0,0.0,KC,DEN,89.0,10.0,,
away,22.0,31.0,1.5,GB,DET,89.0,10.0,,
at_home,30.0,7.0,6.5,BUF,IND,89.0,10.0,,
away,31.0,23.0,3.0,MIA,NYJ,89.0,10.0,,
away,24.0,10.0,5.5,MIN,TB,89.0,10.0,,
away,28.0,24.0,2.5,NO,NE,89.0,10.0,,
at_home,31.0,10.0,2.5,LAN,NYG,89.0,10.0,,
at_home,3.0,10.0,5.0,PHA,WAS,89.0,10.0,,
away,12.0,14.0,2.5,LAA,SD,89.0,10.0,Sunday_Night,
at_home,26.0,24.0,6.0,HOU,CIN,89.0,10.0,Monday_Night,
away,24.0,33.0,6.0,BUF,NE,89.0,11.0,,
at_home,42.0,7.0,7.0,CIN,DET,89.0,11.0,,
at_home,17.0,21.0,10.0,SF,GB,89.0,11.0,,
at_home,10.0,10.0,7.0,CLE,KC,89.0,11.0,,yes
at_home,23.0,7.0,5.0,HOU,LAA,89.0,11.0,,
away,17.0,14.0,6.5,MIA,DAL,89.0,11.0,,
away,9.0,10.0,1.0,MIN,PHA,89.0,11.0,,
away,26.0,17.0,3.0,NO,ATL,89.0,11.0,,
at_home,37.0,14.0,10.5,LAN,PHX,89.0,11.0,,
at_home,20.0,17.0,2.5,PIT,SD,89.0,11.0,,
at_home,15.0,3.0,9.0,NYG,SEA,89.0,11.0,,
at_home,31.0,32.0,10.0,CHI,TB,89.0,11.0,,
at_home,27.0,10.0,6.0,IND,NYJ,89.0,11.0,Sunday_Night,
at_home,10.0,14.0,2.5,WAS,DEN,89.0,11.0,Monday_Night,
away,10.0,13.0,6.0,CLE,DET,89.0,12.0,Thursday,
away,27.0,0.0,6.0,PHA,DAL,89.0,12.0,Thursday,
at_home,27.0,7.0,2.0,NYJ,ATL,89.0,12.0,,
away,14.0,38.0,0.0,CHI,WAS,89.0,12.0,,
at_home,24.0,7.0,3.0,BUF,CIN,89.0,12.0,,
away,0.0,34.0,1.5,HOU,KC,89.0,12.0,,
away,19.0,20.0,3.0,MIN,GB,89.0,12.0,,
at_home,24.0,21.0,6.5,LAA,NE,89.0,12.0,,
at_home,14.0,34.0,7.5,MIA,PIT,89.0,12.0,,
at_home,10.0,6.0,4.5,IND,SD,89.0,12.0,,
at_home,41.0,14.0,9.5,DEN,SEA,89.0,12.0,,
